subject,type,standard_score,male,female
제2외korean 한문,중korean I,45,26,66
제2외korean 한문,중korean I,44,57,169
제2외korean 한문,중korean I,43,34,80
제2외korean 한문,중korean I,42,38,79
제2외korean 한문,중korean I,41,47,76
제2외korean 한문,중korean I,40,41,75
제2외korean 한문,중korean I,39,40,78
제2외korean 한문,중korean I,38,141,177
제2외korean 한문,중korean I,37,38,51
제2외korean 한문,중korean I,36,33,58
제2외korean 한문,중korean I,35,24,23
제2외korean 한문,중korean I,34,22,17
제2외korean 한문,중korean I,33,14,14
제2외korean 한문,중korean I,32,11,17
제2외korean 한문,중korean I,29,2,2
제2외korean 한문,일본어 I,69,5,6
제2외korean 한문,일본어 I,68,0,2
제2외korean 한문,일본어 I,67,24,45
제2외korean 한문,일본어 I,66,47,76
제2외korean 한문,일본어 I,65,21,52
제2외korean 한문,일본어 I,64,85,84
제2외korean 한문,일본어 I,63,129,182
제2외korean 한문,일본어 I,62,66,83
제2외korean 한문,일본어 I,61,75,87
제2외korean 한문,일본어 I,60,161,165
제2외korean 한문,일본어 I,59,73,86
제2외korean 한문,일본어 I,58,66,96
제2외korean 한문,일본어 I,57,62,83
제2외korean 한문,일본어 I,56,115,152
제2외korean 한문,일본어 I,55,52,65
제2외korean 한문,일본어 I,54,59,54
제2외korean 한문,일본어 I,53,48,55
제2외korean 한문,일본어 I,52,90,92
제2외korean 한문,일본어 I,51,45,59
제2외korean 한문,일본어 I,50,43,44
제2외korean 한문,일본어 I,49,31,53
제2외korean 한문,일본어 I,48,91,109
제2외korean 한문,일본어 I,47,50,68
제2외korean 한문,일본어 I,46,36,49
제2외korean 한문,일본어 I,45,49,67
제2외korean 한문,일본어 I,44,82,123
제2외korean 한문,일본어 I,43,56,79
제2외korean 한문,일본어 I,42,68,73
제2외korean 한문,일본어 I,41,172,187
제2외korean 한문,일본어 I,40,109,122
제2외korean 한문,일본어 I,39,90,76
제2외korean 한문,일본어 I,38,94,78
제2외korean 한문,일본어 I,37,181,180
제2외korean 한문,일본어 I,36,52,52
제2외korean 한문,일본어 I,35,44,35
제2외korean 한문,일본어 I,34,42,39
제2외korean 한문,일본어 I,33,37,31
제2외korean 한문,일본어 I,32,8,6
제2외korean 한문,일본어 I,31,2,4
제2외korean 한문,일본어 I,30,1,1
제2외korean 한문,일본어 I,29,4,2
제2외korean 한문,러시아어 I,68,4,19
제2외korean 한문,러시아어 I,67,5,10
제2외korean 한문,러시아어 I,66,7,29
제2외korean 한문,러시아어 I,65,4,13
제2외korean 한문,러시아어 I,64,4,22
제2외korean 한문,러시아어 I,63,4,9
제2외korean 한문,러시아어 I,62,4,9
제2외korean 한문,러시아어 I,61,6,2
제2외korean 한문,러시아어 I,60,8,14
제2외korean 한문,러시아어 I,59,6,9
제2외korean 한문,러시아어 I,58,1,4
제2외korean 한문,러시아어 I,57,0,5
제2외korean 한문,러시아어 I,56,1,2
제2외korean 한문,러시아어 I,55,1,4
제2외korean 한문,러시아어 I,54,0,2
제2외korean 한문,러시아어 I,53,2,4
제2외korean 한문,러시아어 I,52,3,2
제2외korean 한문,러시아어 I,51,2,7
제2외korean 한문,러시아어 I,50,1,1
제2외korean 한문,러시아어 I,49,3,4
제2외korean 한문,러시아어 I,48,8,7
제2외korean 한문,러시아어 I,47,7,3
제2외korean 한문,러시아어 I,46,18,14
제2외korean 한문,러시아어 I,45,14,9
제2외korean 한문,러시아어 I,44,42,30
제2외korean 한문,러시아어 I,43,17,17
제2외korean 한문,러시아어 I,42,30,44
제2외korean 한문,러시아어 I,41,22,32
제2외korean 한문,러시아어 I,40,27,18
제2외korean 한문,러시아어 I,39,6,5
제2외korean 한문,러시아어 I,38,4,7
제2외korean 한문,러시아어 I,37,1,1
제2외korean 한문,아랍어 I,93,32,53
제2외korean 한문,아랍어 I,92,50,97
제2외korean 한문,아랍어 I,91,42,81
제2외korean 한문,아랍어 I,90,53,137
제2외korean 한문,아랍어 I,88,55,95
제2외korean 한문,아랍어 I,87,73,178
제2외korean 한문,아랍어 I,86,44,94
제2외korean 한문,아랍어 I,85,80,125
제2외korean 한문,아랍어 I,84,49,113
제2외korean 한문,아랍어 I,83,56,109
제2외korean 한문,아랍어 I,81,52,97
제2외korean 한문,아랍어 I,80,54,116
제2외korean 한문,아랍어 I,79,55,95
제2외korean 한문,아랍어 I,78,51,102
제2외korean 한문,아랍어 I,77,41,92
제2외korean 한문,아랍어 I,75,54,93
제2외korean 한문,아랍어 I,74,40,74
제2외korean 한문,아랍어 I,73,46,82
제2외korean 한문,아랍어 I,72,64,81
제2외korean 한문,아랍어 I,71,54,85
제2외korean 한문,아랍어 I,70,46,86
제2외korean 한문,아랍어 I,68,39,89
제2외korean 한문,아랍어 I,67,61,85
제2외korean 한문,아랍어 I,66,45,84
제2외korean 한문,아랍어 I,65,44,78
제2외korean 한문,아랍어 I,64,54,95
제2외korean 한문,아랍어 I,63,70,106
제2외korean 한문,아랍어 I,61,66,122
제2외korean 한문,아랍어 I,60,87,165
제2외korean 한문,아랍어 I,59,103,197
제2외korean 한문,아랍어 I,58,173,305
제2외korean 한문,아랍어 I,57,223,357
제2외korean 한문,아랍어 I,56,332,551
제2외korean 한문,아랍어 I,54,439,732
제2외korean 한문,아랍어 I,53,628,953
제2외korean 한문,아랍어 I,52,822,"1,240"
제2외korean 한문,아랍어 I,51,"1,079","1,601"
제2외korean 한문,아랍어 I,50,"1,417","2,149"
제2외korean 한문,아랍어 I,48,"1,538","2,401"
제2외korean 한문,아랍어 I,47,"2,208","3,239"
제2외korean 한문,아랍어 I,46,"1,701","2,663"
제2외korean 한문,아랍어 I,45,"1,628","2,375"
제2외korean 한문,아랍어 I,44,"1,942","2,797"
제2외korean 한문,아랍어 I,43,"1,035","1,500"
제2외korean 한문,아랍어 I,41,751,"1,038"
제2외korean 한문,아랍어 I,40,465,729
제2외korean 한문,아랍어 I,39,298,415
제2외korean 한문,아랍어 I,38,144,180
제2외korean 한문,아랍어 I,37,75,87
제2외korean 한문,아랍어 I,36,25,37
제2외korean 한문,아랍어 I,34,14,22
제2외korean 한문,베트남어 I,78,12,21
제2외korean 한문,베트남어 I,77,4,2
제2외korean 한문,베트남어 I,76,9,13
제2외korean 한문,베트남어 I,75,9,9
제2외korean 한문,베트남어 I,74,8,12
제2외korean 한문,베트남어 I,73,5,5
제2외korean 한문,베트남어 I,72,8,12
제2외korean 한문,베트남어 I,71,5,6
제2외korean 한문,베트남어 I,70,4,4
제2외korean 한문,베트남어 I,69,4,4
제2외korean 한문,베트남어 I,68,3,7
제2외korean 한문,베트남어 I,67,2,4
제2외korean 한문,베트남어 I,66,5,5
제2외korean 한문,베트남어 I,65,6,4
제2외korean 한문,베트남어 I,64,3,1
제2외korean 한문,베트남어 I,63,2,5
제2외korean 한문,베트남어 I,62,3,3
제2외korean 한문,베트남어 I,61,7,9
제2외korean 한문,베트남어 I,60,2,8
제2외korean 한문,베트남어 I,59,4,10
제2외korean 한문,베트남어 I,58,5,6
제2외korean 한문,베트남어 I,57,7,8
제2외korean 한문,베트남어 I,56,6,9
제2외korean 한문,베트남어 I,55,7,17
제2외korean 한문,베트남어 I,54,5,18
제2외korean 한문,베트남어 I,53,17,17
제2외korean 한문,베트남어 I,52,10,17
제2외korean 한문,베트남어 I,51,8,25
제2외korean 한문,베트남어 I,50,14,36
제2외korean 한문,베트남어 I,49,48,77
제2외korean 한문,베트남어 I,48,23,49
제2외korean 한문,베트남어 I,47,33,49
제2외korean 한문,베트남어 I,46,43,47
제2외korean 한문,베트남어 I,45,54,71
제2외korean 한문,베트남어 I,44,74,144
제2외korean 한문,베트남어 I,43,33,42
제2외korean 한문,베트남어 I,42,50,75
제2외korean 한문,베트남어 I,41,28,31
제2외korean 한문,베트남어 I,40,15,16
제2외korean 한문,베트남어 I,39,5,14
제2외korean 한문,베트남어 I,38,12,9
제2외korean 한문,베트남어 I,37,3,0
제2외korean 한문,베트남어 I,36,0,1
제2외korean 한문,한문 I,70,59,20
제2외korean 한문,한문 I,69,5,7
제2외korean 한문,한문 I,68,55,30
제2외korean 한문,한문 I,67,9,7
제2외korean 한문,한문 I,66,40,23
제2외korean 한문,한문 I,65,10,12
제2외korean 한문,한문 I,64,32,20
제2외korean 한문,한문 I,63,47,35
제2외korean 한문,한문 I,62,15,10
제2외korean 한문,한문 I,61,34,16
제2외korean 한문,한문 I,60,13,13
제2외korean 한문,한문 I,59,50,35
제2외korean 한문,한문 I,58,38,17
제2외korean 한문,한문 I,57,34,32
제2외korean 한문,한문 I,56,33,31
제2외korean 한문,한문 I,55,49,42
제2외korean 한문,한문 I,54,61,34
제2외korean 한문,한문 I,53,51,30
제2외korean 한문,한문 I,52,96,73
제2외korean 한문,한문 I,51,41,47
제2외korean 한문,한문 I,50,45,48
제2외korean 한문,한문 I,49,46,52
제2외korean 한문,한문 I,48,40,52
제2외korean 한문,한문 I,47,55,46
제2외korean 한문,한문 I,46,48,40
제2외korean 한문,한문 I,45,41,57
제2외korean 한문,한문 I,44,35,44
제2외korean 한문,한문 I,43,35,47
제2외korean 한문,한문 I,42,31,46
제2외korean 한문,한문 I,41,76,100
제2외korean 한문,한문 I,40,32,30
제2외korean 한문,한문 I,39,26,35
제2외korean 한문,한문 I,38,23,39
제2외korean 한문,한문 I,37,23,28
제2외korean 한문,한문 I,36,31,37
제2외korean 한문,한문 I,35,30,17
제2외korean 한문,한문 I,34,13,15
제2외korean 한문,한문 I,33,19,10
제2외korean 한문,한문 I,32,14,10
제2외korean 한문,한문 I,31,15,10
제2외korean 한문,한문 I,30,4,1
제2외korean 한문,한문 I,29,3,3
제2외korean 한문,한문 I,28,3,2
제2외korean 한문,한문 I,27,2,1
제2외korean 한문,한문 I,26,1,1
제2외korean 한문,한문 I,24,3,1
